tissue	N	ensid	gene	local.h2	local.se	local.p	gene	global.h2	global.se	global.p	gene	loc.jt.h2	loc.jt.se	glo.jt.h2	glo.jt.se
DGN-WB	922	ENSG00000140795.8	MYLK3	0.042946	0.024058	7.772e-16	MYLK3	0.000001	0.162784	0.5	MYLK3	0.036932	0.021796	0.000001	0.170469
DGN-WB	922	ENSG00000140743.3	CDR2	0.190981	0.043724	0	CDR2	0.000001	0.151947	0.5	CDR2	0.175851	0.041348	0.000001	0.137450
DGN-WB	922	ENSG00000140718.14	FTO	0.100945	0.030946	4.055e-07	FTO	0.000001	0.163948	0.5	FTO	NA	NA	NA	NA
DGN-WB	922	ENSG00000140694.12	PARN	0.008769	0.013068	0.2204	PARN	0.000001	0.162157	0.5	PARN	0.006990	0.012946	0.000001	0.174770
DGN-WB	922	ENSG00000140688.12	C16orf58	0.035965	0.020773	0.0001812	C16orf58	0.000001	0.149225	0.5	C16orf58	0.034206	0.019930	0.000001	0.145625
DGN-WB	922	ENSG00000140678.12	ITGAX	0.240336	0.053923	0	ITGAX	0.000001	0.158985	0.5	ITGAX	0.241403	0.054001	0.064758	0.122567
DGN-WB	922	ENSG00000140650.7	PMM2	0.382871	0.045441	0	PMM2	0.000001	0.150226	0.5	PMM2	0.383018	0.045459	0.005430	0.104218
DGN-WB	922	ENSG00000140632.12	GLYR1	0.130240	0.033808	3.188e-12	GLYR1	0.000001	0.160544	0.5	GLYR1	NA	NA	NA	NA
DGN-WB	922	ENSG00000140553.12	UNC45A	0.038706	0.020969	0.00608	UNC45A	0.000001	0.162996	0.5	UNC45A	NA	NA	NA	NA
DGN-WB	922	ENSG00000140548.5	ZNF710	0.060969	0.028637	0.007418	ZNF710	0.000001	0.163522	0.5	ZNF710	0.055501	0.028264	0.000001	0.164801
DGN-WB	922	ENSG00000140545.10	MFGE8	0.353929	0.048323	0	MFGE8	0.000001	0.154857	0.5	MFGE8	0.332261	0.047311	0.000001	0.114329
DGN-WB	922	ENSG00000140526.12	ABHD2	0.070409	0.027341	5.821e-06	ABHD2	0.000001	0.162570	0.5	ABHD2	0.061413	0.026758	0.000001	0.170239
DGN-WB	922	ENSG00000140525.13	FANCI	0.030653	0.017678	0.0008818	FANCI	0.000001	0.143391	0.5	FANCI	0.013137	0.010216	0.000001	0.143306
DGN-WB	922	ENSG00000140497.12	SCAMP2	0.181896	0.046817	0	SCAMP2	0.000001	0.153422	0.5	SCAMP2	NA	NA	NA	NA
DGN-WB	922	ENSG00000140459.13	CYP11A1	0.027217	0.016907	0.003124	CYP11A1	0.000001	0.170656	0.5	CYP11A1	0.025069	0.016543	0.000001	0.175189
DGN-WB	922	ENSG00000140450.7	ARRDC4	0.537918	0.039524	0	ARRDC4	0.000001	0.158318	0.5	ARRDC4	0.538523	0.039483	0.052248	0.088119
DGN-WB	922	ENSG00000140416.15	TPM1	0.380754	0.050719	0	TPM1	0.000001	0.153958	0.5	TPM1	0.386677	0.050756	0.217490	0.114623
DGN-WB	922	ENSG00000140403.8	DNAJA4	0.146494	0.037678	2.942e-13	DNAJA4	0.000001	0.161332	0.5	DNAJA4	NA	NA	NA	NA
DGN-WB	922	ENSG00000140400.10	MAN2C1	0.527624	0.054078	0	MAN2C1	0.000001	0.154671	0.5	MAN2C1	0.526938	0.054089	0.047371	0.065827
DGN-WB	922	ENSG00000140398.9	NEIL1	0.036936	0.022204	0.00537	NEIL1	0.000001	0.152144	0.5	NEIL1	0.035423	0.022039	0.000001	0.154487
DGN-WB	922	ENSG00000140395.4	WDR61	0.217179	0.043584	0	WDR61	0.000001	0.154797	0.5	WDR61	0.217421	0.043610	0.013572	0.131734
DGN-WB	922	ENSG00000140391.10	TSPAN3	0.461469	0.066683	0	TSPAN3	0.000001	0.152877	0.5	TSPAN3	0.463166	0.066668	0.043229	0.087667
DGN-WB	922	ENSG00000140374.11	ETFA	0.289583	0.061069	0	ETFA	0.000001	0.151589	0.5	ETFA	0.289896	0.061113	0.011264	0.113892
DGN-WB	922	ENSG00000140365.11	COMMD4	0.030719	0.021894	0.05164	COMMD4	0.000001	0.142733	0.5	COMMD4	NA	NA	NA	NA
DGN-WB	922	ENSG00000140307.6	GTF2A2	0.118209	0.030648	0	GTF2A2	0.000001	0.158722	0.5	GTF2A2	NA	NA	NA	NA
DGN-WB	922	ENSG00000140299.7	BNIP2	0.007035	0.011295	0.2202	BNIP2	0.000001	0.155083	0.5	BNIP2	0.006832	0.011565	0.000001	0.159997
DGN-WB	922	ENSG00000140287.6	HDC	0.000001	0.009016	0.5	HDC	0.000001	0.164342	0.5	HDC	NA	NA	NA	NA
DGN-WB	922	ENSG00000140284.6	SLC27A2	0.075245	0.029001	1.193e-06	SLC27A2	0.000001	0.157422	0.5	SLC27A2	0.068929	0.028340	0.000001	0.157144
DGN-WB	922	ENSG00000140280.9	LYSMD2	0.016233	0.015360	0.09616	LYSMD2	0.000001	0.151721	0.5	LYSMD2	NA	NA	NA	NA
DGN-WB	922	ENSG00000140264.15	SERF2	0.078867	0.035333	0	SERF2	0.000001	0.163160	0.5	SERF2	NA	NA	NA	NA
DGN-WB	922	ENSG00000140157.10	NIPA2	0.198878	0.041435	0	NIPA2	0.000001	0.166403	0.5	NIPA2	0.120328	0.026936	0.000001	0.141738
DGN-WB	922	ENSG00000140104.9	C14orf79	0.157608	0.041243	5.995e-15	C14orf79	0.000001	0.155719	0.5	C14orf79	0.158259	0.041230	0.087627	0.140567
DGN-WB	922	ENSG00000140092.10	FBLN5	0.745949	0.028918	0	FBLN5	0.000001	0.153616	0.5	FBLN5	0.746382	0.028768	0.070016	0.044962
DGN-WB	922	ENSG00000140009.14	ESR2	0.233687	0.043515	0	ESR2	0.000001	0.155939	0.5	ESR2	0.164939	0.031900	0.000001	0.141667
DGN-WB	922	ENSG00000140006.7	WDR89	0.000001	0.010099	0.5	WDR89	0.000001	0.149273	0.5	WDR89	NA	NA	NA	NA
DGN-WB	922	ENSG00000139998.10	RAB15	0.397489	0.063090	2.109e-15	RAB15	0.000001	0.157934	0.5	RAB15	0.268071	0.059335	0.000001	0.124712
DGN-WB	922	ENSG00000139988.5	RDH12	0.008868	0.011154	0.1299	RDH12	0.000001	0.159891	0.5	RDH12	0.007282	0.011096	0.000001	0.175708
DGN-WB	922	ENSG00000139977.9	NAA30	0.111403	0.031977	6.637e-11	NAA30	0.000001	0.158489	0.5	NAA30	NA	NA	NA	NA
DGN-WB	922	ENSG00000139974.11	SLC38A6	0.000001	0.009004	0.5	SLC38A6	0.000001	0.157669	0.5	SLC38A6	NA	NA	NA	NA
DGN-WB	922	ENSG00000139970.12	RTN1	0.240442	0.048016	0	RTN1	0.000001	0.149461	0.5	RTN1	0.244276	0.048392	0.054914	0.103101
DGN-WB	922	ENSG00000139946.5	PELI2	0.063221	0.025540	3.065e-05	PELI2	0.000001	0.169265	0.5	PELI2	0.057605	0.025210	0.000001	0.174599
DGN-WB	922	ENSG00000139926.11	FRMD6	0.084614	0.027223	5.011e-09	FRMD6	0.000001	0.160782	0.5	FRMD6	NA	NA	NA	NA
DGN-WB	922	ENSG00000139921.8	TMX1	0.064794	0.024492	2.706e-06	TMX1	0.000001	0.152171	0.5	TMX1	NA	NA	NA	NA
DGN-WB	922	ENSG00000139914.6	FITM1	0.000001	0.015542	0.5	FITM1	0.000001	0.149910	0.5	FITM1	NA	NA	NA	NA
DGN-WB	922	ENSG00000139842.10	CUL4A	0.022939	0.019163	0.08319	CUL4A	0.000001	0.155823	0.5	CUL4A	0.019826	0.018821	0.000001	0.162570
DGN-WB	922	ENSG00000139826.5	ABHD13	0.033830	0.022527	0.04039	ABHD13	0.000001	0.149733	0.5	ABHD13	0.030861	0.022520	0.000001	0.154366
DGN-WB	922	ENSG00000139737.17	SLAIN1	0.011059	0.013898	0.1614	SLAIN1	0.000001	0.151199	0.5	SLAIN1	0.010894	0.013944	0.000001	0.153144
DGN-WB	922	ENSG00000139734.13	DIAPH3	0.000001	0.012167	0.5	DIAPH3	0.000001	0.154336	0.5	DIAPH3	NA	NA	NA	NA
DGN-WB	922	ENSG00000139726.6	DENR	0.002820	0.007328	0.3256	DENR	0.000001	0.154391	0.5	DENR	0.002809	0.007348	0.000001	0.155028
DGN-WB	922	ENSG00000139718.6	SETD1B	0.024788	0.015691	0.006796	SETD1B	0.000001	0.160544	0.5	SETD1B	0.023235	0.015588	0.000001	0.164856
DGN-WB	922	ENSG00000139714.8	MORN3	0.433956	0.053538	0	MORN3	0.000001	0.160699	0.5	MORN3	0.434010	0.053536	0.006351	0.096495
DGN-WB	922	ENSG00000139687.9	RB1	0.030722	0.015913	4.079e-05	RB1	0.000001	0.160139	0.5	RB1	0.029409	0.015751	0.000001	0.162663
DGN-WB	922	ENSG00000139684.9	ESD	0.073899	0.026977	5.94e-06	ESD	0.000001	0.161504	0.5	ESD	0.073900	0.026977	0.000835	0.156692
DGN-WB	922	ENSG00000139641.8	ESYT1	0.024819	0.016680	0.01685	ESYT1	0.000001	0.158130	0.5	ESYT1	0.023823	0.016538	0.000001	0.159895
DGN-WB	922	ENSG00000139629.11	GALNT6	0.456725	0.054622	0	GALNT6	0.000001	0.151496	0.5	GALNT6	0.448123	0.054835	0.000001	0.094082
DGN-WB	922	ENSG00000139625.8	MAP3K12	0.066601	0.023467	4.225e-11	MAP3K12	0.000001	0.148277	0.5	MAP3K12	NA	NA	NA	NA
DGN-WB	922	ENSG00000139613.7	SMARCC2	0.022268	0.015933	0.02794	SMARCC2	0.000001	0.161283	0.5	SMARCC2	0.019909	0.015590	0.000001	0.167964
DGN-WB	922	ENSG00000139610.1	CELA1	0.498198	0.046542	0	CELA1	0.000001	0.154950	0.5	CELA1	0.477483	0.046444	0.000001	0.089963
DGN-WB	922	ENSG00000139574.6	NPFF	0.009777	0.012836	0.1697	NPFF	0.000001	0.154947	0.5	NPFF	0.009191	0.012988	0.000001	0.160195
DGN-WB	922	ENSG00000139572.3	GPR84	0.072341	0.029391	4.122e-05	GPR84	0.000001	0.159846	0.5	GPR84	0.067704	0.029046	0.000001	0.157062
DGN-WB	922	ENSG00000139540.7	SLC39A5	0.000001	0.010442	0.5	SLC39A5	0.000001	0.155381	0.5	SLC39A5	NA	NA	NA	NA
DGN-WB	922	ENSG00000139537.6	CCDC65	0.040303	0.020391	0.0001147	CCDC65	0.000001	0.157627	0.5	CCDC65	0.033988	0.019001	0.000001	0.166169
DGN-WB	922	ENSG00000139531.8	SUOX	0.194694	0.048826	0	SUOX	0.000001	0.152634	0.5	SUOX	NA	NA	NA	NA
DGN-WB	922	ENSG00000139517.6	LNX2	0.043128	0.021167	0.001413	LNX2	0.000001	0.163550	0.5	LNX2	0.035573	0.021046	0.000001	0.178264
DGN-WB	922	ENSG00000139505.10	MTMR6	0.086366	0.027326	5.512e-08	MTMR6	0.000001	0.161250	0.5	MTMR6	NA	NA	NA	NA
DGN-WB	922	ENSG00000139496.11	NUPL1	0.001400	0.011791	0.4532	NUPL1	0.000001	0.144553	0.5	NUPL1	0.001415	0.011852	0.000001	0.145179
DGN-WB	922	ENSG00000139437.13	TCHP	0.026016	0.018040	0.0234	TCHP	0.000001	0.149959	0.5	TCHP	0.024863	0.017964	0.000001	0.152183
DGN-WB	922	ENSG00000139428.7	MMAB	0.116710	0.035341	0	MMAB	0.000001	0.164314	0.5	MMAB	NA	NA	NA	NA
DGN-WB	922	ENSG00000139410.10	SDSL	0.124151	0.038006	2.23e-06	SDSL	0.000001	0.149473	0.5	SDSL	NA	NA	NA	NA
DGN-WB	922	ENSG00000139405.11	C12orf52	0.226194	0.043716	0	C12orf52	0.000001	0.147357	0.5	C12orf52	0.132886	0.028395	0.000001	0.139776
DGN-WB	922	ENSG00000139372.10	TDG	0.023420	0.015961	0.009146	TDG	0.000001	0.155518	0.5	TDG	0.021656	0.015819	0.000001	0.161271
DGN-WB	922	ENSG00000139351.10	SYCP3	0.155832	0.038886	3.775e-15	SYCP3	0.000001	0.145554	0.5	SYCP3	0.155950	0.038923	0.005551	0.130022
DGN-WB	922	ENSG00000139350.7	NEDD1	0.142387	0.031936	0	NEDD1	0.000001	0.157776	0.5	NEDD1	NA	NA	NA	NA
DGN-WB	922	ENSG00000139343.6	SNRPF	0.027079	0.017563	0.01724	SNRPF	0.000001	0.164903	0.5	SNRPF	0.025676	0.017636	0.000001	0.169634
DGN-WB	922	ENSG00000139324.7	TMTC3	0.004867	0.009296	0.2644	TMTC3	0.000001	0.147459	0.5	TMTC3	0.004861	0.009320	0.000001	0.147960
DGN-WB	922	ENSG00000139323.9	POC1B	0.050357	0.023317	2.367e-05	POC1B	0.000001	0.153131	0.5	POC1B	0.047039	0.022891	0.000001	0.155009
DGN-WB	922	ENSG00000139318.7	DUSP6	0.101608	0.032236	8.455e-10	DUSP6	0.000001	0.155801	0.5	DUSP6	NA	NA	NA	NA
DGN-WB	922	ENSG00000139269.2	INHBE	0.008892	0.012334	0.2218	INHBE	0.000001	0.148127	0.5	INHBE	0.008363	0.012455	0.000001	0.152493
DGN-WB	922	ENSG00000139266.5	MARCH9	0.059536	0.025059	1.265e-06	MARCH9	0.000001	0.154027	0.5	MARCH9	0.053378	0.024539	0.000001	0.159701
DGN-WB	922	ENSG00000139233.2	LLPH	0.015136	0.013427	0.06562	LLPH	0.000001	0.157868	0.5	LLPH	0.005323	0.009669	0.000001	0.158021
DGN-WB	922	ENSG00000139223.1	ANP32D	0.013989	0.015277	0.1813	ANP32D	0.000001	0.154984	0.5	ANP32D	0.013210	0.015172	0.000001	0.156634
DGN-WB	922	ENSG00000139211.5	AMIGO2	0.321679	0.050594	0	AMIGO2	0.000001	0.150916	0.5	AMIGO2	0.307158	0.049857	0.000001	0.115705
DGN-WB	922	ENSG00000139193.3	CD27	0.016529	0.016814	0.1334	CD27	0.000001	0.160354	0.5	CD27	0.016157	0.017020	0.000001	0.162876
DGN-WB	922	ENSG00000139192.7	TAPBPL	0.642967	0.035855	0	TAPBPL	0.000001	0.153491	0.5	TAPBPL	0.638807	0.036150	0.000001	0.066536
DGN-WB	922	ENSG00000139190.12	VAMP1	0.367675	0.043169	0	VAMP1	0.000001	0.152782	0.5	VAMP1	0.367599	0.043167	0.033687	0.107967
DGN-WB	922	ENSG00000139180.5	NDUFA9	0.101625	0.031241	1.401e-07	NDUFA9	0.000001	0.155985	0.5	NDUFA9	0.049442	0.020825	0.000001	0.153544
DGN-WB	922	ENSG00000139174.6	PRICKLE1	0.048723	0.023511	0.0004538	PRICKLE1	0.000001	0.162385	0.5	PRICKLE1	0.046025	0.023228	0.000001	0.161979
DGN-WB	922	ENSG00000139163.11	ETNK1	0.011924	0.012756	0.0883	ETNK1	0.000001	0.150265	0.5	ETNK1	0.011639	0.012731	0.000001	0.150990
DGN-WB	922	ENSG00000139154.10	AEBP2	0.000001	0.012900	0.5	AEBP2	0.000001	0.150036	0.5	AEBP2	NA	NA	NA	NA
DGN-WB	922	ENSG00000139146.9	FAM60A	0.007518	0.013173	0.2578	FAM60A	0.000001	0.156593	0.5	FAM60A	0.005909	0.013466	0.000001	0.170680
DGN-WB	922	ENSG00000139133.2	ALG10	0.037332	0.021335	1.253e-10	ALG10	0.000001	0.160712	0.5	ALG10	0.034913	0.020613	0.000001	0.164013
DGN-WB	922	ENSG00000139132.10	FGD4	0.026807	0.016891	0.00793	FGD4	0.000001	0.147739	0.5	FGD4	0.017701	0.013401	0.000001	0.148329
DGN-WB	922	ENSG00000139131.8	YARS2	0.008252	0.011327	0.1737	YARS2	0.000001	0.152115	0.5	YARS2	0.008019	0.011362	0.000001	0.154273
DGN-WB	922	ENSG00000139117.9	CPNE8	0.015047	0.013857	0.0153	CPNE8	0.000001	0.153363	0.5	CPNE8	NA	NA	NA	NA
DGN-WB	922	ENSG00000139116.13	KIF21A	0.001807	0.006208	0.3554	KIF21A	0.000001	0.151754	0.5	KIF21A	0.001825	0.006433	0.000001	0.157732
DGN-WB	922	ENSG00000139055.2	ERP27	0.201285	0.040595	0	ERP27	0.000001	0.166107	0.5	ERP27	0.166108	0.034220	0.000001	0.144315
DGN-WB	922	ENSG00000139044.6	B4GALNT3	0.727493	0.030398	0	B4GALNT3	0.000001	0.149772	0.5	B4GALNT3	0.727680	0.030386	0.014493	0.046941
DGN-WB	922	ENSG00000138942.10	RNF185	0.263641	0.051149	0	RNF185	0.000001	0.155276	0.5	RNF185	0.237828	0.047593	0.000001	0.132252
DGN-WB	922	ENSG00000138835.18	RGS3	0.387922	0.049637	0	RGS3	0.000001	0.157890	0.5	RGS3	0.362605	0.049517	0.000001	0.115518
DGN-WB	922	ENSG00000138834.8	MAPK8IP3	0.010687	0.012724	0.1264	MAPK8IP3	0.000001	0.161637	0.5	MAPK8IP3	0.008718	0.012760	0.000001	0.178375
DGN-WB	922	ENSG00000138814.12	PPP3CA	0.032726	0.019750	0.008779	PPP3CA	0.000001	0.156441	0.5	PPP3CA	NA	NA	NA	NA
DGN-WB	922	ENSG00000138802.7	SEC24B	0.008557	0.012323	0.2058	SEC24B	0.000001	0.156042	0.5	SEC24B	0.000495	0.008543	0.000001	0.156151
DGN-WB	922	ENSG00000138801.4	PAPSS1	0.728820	0.032028	0	PAPSS1	0.000001	0.152621	0.5	PAPSS1	0.729100	0.031995	0.031996	0.048755
DGN-WB	922	ENSG00000138796.11	HADH	0.185142	0.039950	0	HADH	0.000001	0.156753	0.5	HADH	0.185297	0.039977	0.016021	0.132277
DGN-WB	922	ENSG00000138794.5	CASP6	0.000001	0.010611	0.5	CASP6	0.000001	0.153513	0.5	CASP6	NA	NA	NA	NA
DGN-WB	922	ENSG00000138785.10	INTS12	0.024769	0.016333	0.00631	INTS12	0.000001	0.145636	0.5	INTS12	NA	NA	NA	NA
DGN-WB	922	ENSG00000138780.10	GSTCD	0.082892	0.027694	5.551e-16	GSTCD	0.000001	0.154054	0.5	GSTCD	0.054475	0.018542	0.000001	0.146381
DGN-WB	922	ENSG00000138777.15	PPA2	0.317024	0.057622	0	PPA2	0.000001	0.155419	0.5	PPA2	0.254710	0.051732	0.000001	0.128694
DGN-WB	922	ENSG00000138772.8	ANXA3	0.093187	0.032361	2.585e-10	ANXA3	0.000001	0.153742	0.5	ANXA3	NA	NA	NA	NA
DGN-WB	922	ENSG00000138764.9	CCNG2	0.021140	0.019467	0.1836	CCNG2	0.000001	0.153835	0.5	CCNG2	0.018536	0.019655	0.000001	0.162261
DGN-WB	922	ENSG00000138758.7	SEPT11	0.095256	0.030375	4.193e-09	SEPT11	0.000001	0.154979	0.5	SEPT11	0.087113	0.030019	0.000001	0.158728
DGN-WB	922	ENSG00000138757.10	G3BP2	0.058134	0.023446	2.797e-06	G3BP2	0.000001	0.162186	0.5	G3BP2	0.054759	0.023077	0.000001	0.163339
DGN-WB	922	ENSG00000138756.13	BMP2K	0.067850	0.026698	6.468e-08	BMP2K	0.000001	0.161340	0.5	BMP2K	0.060949	0.025637	0.000001	0.162026
DGN-WB	922	ENSG00000138755.5	CXCL9	0.035139	0.016704	1.032e-05	CXCL9	0.000001	0.146820	0.5	CXCL9	NA	NA	NA	NA
DGN-WB	922	ENSG00000138750.10	NUP54	0.068868	0.025113	1.373e-07	NUP54	0.000001	0.156864	0.5	NUP54	NA	NA	NA	NA
DGN-WB	922	ENSG00000138709.13	LARP1B	0.001628	0.005844	0.3594	LARP1B	0.000001	0.152993	0.5	LARP1B	0.001606	0.006106	0.000001	0.160336
DGN-WB	922	ENSG00000138678.6	AGPAT9	0.116134	0.033458	2.734e-12	AGPAT9	0.000001	0.159167	0.5	AGPAT9	NA	NA	NA	NA
DGN-WB	922	ENSG00000138669.5	PRKG2	0.172337	0.041787	0	PRKG2	0.000001	0.157040	0.5	PRKG2	0.151499	0.037764	0.000001	0.136648
DGN-WB	922	ENSG00000138668.14	HNRNPD	0.000001	0.008545	0.5	HNRNPD	0.000001	0.152491	0.5	HNRNPD	NA	NA	NA	NA
DGN-WB	922	ENSG00000138663.4	COPS4	0.003471	0.011432	0.3734	COPS4	0.000001	0.157583	0.5	COPS4	0.002921	0.011661	0.000001	0.164799
DGN-WB	922	ENSG00000138660.7	AP1AR	0.026448	0.018801	0.02184	AP1AR	0.000001	0.156166	0.5	AP1AR	0.018990	0.015652	0.000001	0.156344
DGN-WB	922	ENSG00000138658.11	C4orf21	0.235777	0.045972	0	C4orf21	0.000001	0.149482	0.5	C4orf21	NA	NA	NA	NA
DGN-WB	922	ENSG00000138642.10	HERC6	0.034129	0.021552	0.02216	HERC6	0.000001	0.157887	0.5	HERC6	0.030736	0.021443	0.000001	0.165738
DGN-WB	922	ENSG00000138641.11	HERC3	0.065300	0.024283	5.017e-08	HERC3	0.000001	0.146046	0.5	HERC3	0.063922	0.023887	0.000001	0.140144
DGN-WB	922	ENSG00000138639.13	ARHGAP24	0.212045	0.044266	0	ARHGAP24	0.000001	0.162996	0.5	ARHGAP24	0.156652	0.033930	0.000001	0.144324
DGN-WB	922	ENSG00000138629.11	UBL7	0.025441	0.017265	0.01454	UBL7	0.000001	0.160542	0.5	UBL7	0.024200	0.017041	0.000001	0.162747
DGN-WB	922	ENSG00000138617.10	PARP16	0.318604	0.054357	0	PARP16	0.000001	0.147606	0.5	PARP16	0.319471	0.054407	0.063995	0.116371
DGN-WB	922	ENSG00000138615.4	CILP	0.174946	0.049149	1.665e-16	CILP	0.000001	0.146842	0.5	CILP	0.159165	0.046017	0.000001	0.127267
DGN-WB	922	ENSG00000138613.9	APH1B	0.057981	0.025720	5.762e-05	APH1B	0.000001	0.157386	0.5	APH1B	NA	NA	NA	NA
DGN-WB	922	ENSG00000138606.15	SHF	0.093999	0.033501	2.554e-15	SHF	0.000001	0.154594	0.5	SHF	NA	NA	NA	NA
DGN-WB	922	ENSG00000138594.8	TMOD3	0.000001	0.009426	0.5	TMOD3	0.000001	0.151464	0.5	TMOD3	NA	NA	NA	NA
DGN-WB	922	ENSG00000138593.4	SECISBP2L	0.000001	0.007411	0.5	SECISBP2L	0.000001	0.153387	0.5	SECISBP2L	NA	NA	NA	NA
DGN-WB	922	ENSG00000138592.9	USP8	0.067998	0.024711	5.391e-12	USP8	0.000001	0.151038	0.5	USP8	NA	NA	NA	NA
DGN-WB	922	ENSG00000138468.11	SENP7	0.167017	0.038810	0	SENP7	0.000001	0.157060	0.5	SENP7	0.163634	0.038067	0.000001	0.135140
DGN-WB	922	ENSG00000138459.4	SLC35A5	0.261939	0.046243	0	SLC35A5	0.000001	0.153704	0.5	SLC35A5	0.198990	0.037971	0.000001	0.136971
DGN-WB	922	ENSG00000138448.7	ITGAV	0.045853	0.025287	0.0002453	ITGAV	0.000001	0.152422	0.5	ITGAV	0.042248	0.024605	0.000001	0.154438
DGN-WB	922	ENSG00000138443.10	ABI2	0.002241	0.008930	0.3931	ABI2	0.000001	0.150264	0.5	ABI2	0.002060	0.008967	0.000001	0.153397
DGN-WB	922	ENSG00000138439.10	FAM117B	0.391616	0.051206	0	FAM117B	0.000001	0.152536	0.5	FAM117B	0.382146	0.050701	0.000001	0.102100
DGN-WB	922	ENSG00000138413.9	IDH1	0.016524	0.014491	0.0623	IDH1	0.000001	0.129748	0.5	IDH1	0.016384	0.014642	0.000001	0.132352
DGN-WB	922	ENSG00000138399.13	FASTKD1	0.301034	0.045493	0	FASTKD1	0.000001	0.149091	0.5	FASTKD1	NA	NA	NA	NA
DGN-WB	922	ENSG00000138381.5	ASNSD1	0.425409	0.054574	0	ASNSD1	0.000001	0.161987	0.5	ASNSD1	0.370281	0.051100	0.000001	0.112565
DGN-WB	922	ENSG00000138378.13	STAT4	0.000001	0.007032	0.5	STAT4	0.000001	0.153129	0.5	STAT4	NA	NA	NA	NA
DGN-WB	922	ENSG00000138375.8	SMARCAL1	0.094038	0.028975	9.888e-11	SMARCAL1	0.000001	0.147712	0.5	SMARCAL1	NA	NA	NA	NA
DGN-WB	922	ENSG00000138363.10	ATIC	0.020918	0.016520	0.04966	ATIC	0.000001	0.145547	0.5	ATIC	0.019999	0.016750	0.000001	0.150079
DGN-WB	922	ENSG00000138336.8	TET1	0.000001	0.010576	0.5	TET1	0.000001	0.156945	0.5	TET1	NA	NA	NA	NA
DGN-WB	922	ENSG00000138326.14	RPS24	0.000001	0.011383	0.5	RPS24	0.000001	0.147383	0.5	RPS24	NA	NA	NA	NA
DGN-WB	922	ENSG00000138315.8	OIT3	0.146588	0.060904	8.117e-05	OIT3	0.000001	0.149504	0.5	OIT3	0.084564	0.044283	0.000001	0.139794
DGN-WB	922	ENSG00000138297.9	TIMM23	0.223988	0.056264	2.038e-06	TIMM23	0.000001	0.144302	0.5	TIMM23	0.212300	0.055050	0.000001	0.119459
DGN-WB	922	ENSG00000138279.10	ANXA7	0.000001	0.004076	0.5	ANXA7	0.000001	0.157447	0.5	ANXA7	NA	NA	NA	NA
DGN-WB	922	ENSG00000138190.12	EXOC6	0.028944	0.016528	0.002222	EXOC6	0.000001	0.153706	0.5	EXOC6	NA	NA	NA	NA
DGN-WB	922	ENSG00000138185.12	ENTPD1	0.275775	0.047430	0	ENTPD1	0.000001	0.156485	0.5	ENTPD1	0.224558	0.041402	0.000001	0.130076
DGN-WB	922	ENSG00000138182.10	KIF20B	0.012373	0.012140	0.06471	KIF20B	0.000001	0.153955	0.5	KIF20B	0.011978	0.012127	0.000001	0.156255
DGN-WB	922	ENSG00000138175.8	ARL3	0.086058	0.033829	4.667e-12	ARL3	0.000001	0.157008	0.5	ARL3	0.088214	0.034449	0.112596	0.148373
DGN-WB	922	ENSG00000138172.6	CALHM2	0.577871	0.056692	0	CALHM2	0.000001	0.152093	0.5	CALHM2	0.421438	0.064799	0.000001	0.102561
DGN-WB	922	ENSG00000138161.8	CUZD1	0.002736	0.014659	0.4349	CUZD1	0.000001	0.150680	0.5	CUZD1	0.001812	0.014828	0.000001	0.156221
DGN-WB	922	ENSG00000138160.4	KIF11	0.027320	0.019237	0.04193	KIF11	0.000001	0.146371	0.5	KIF11	0.026253	0.019191	0.000001	0.147723
DGN-WB	922	ENSG00000138134.7	STAMBPL1	0.139738	0.040575	4.853e-07	STAMBPL1	0.000001	0.155621	0.5	STAMBPL1	0.065182	0.026022	0.000001	0.151898
DGN-WB	922	ENSG00000138119.12	MYOF	0.117142	0.034076	5.1e-11	MYOF	0.000001	0.154961	0.5	MYOF	0.102944	0.030963	0.000001	0.144541
DGN-WB	922	ENSG00000138107.7	ACTR1A	0.049612	0.022695	1.044e-09	ACTR1A	0.000001	0.157404	0.5	ACTR1A	0.044369	0.020285	0.000001	0.151610
DGN-WB	922	ENSG00000138101.14	DTNB	0.153721	0.040675	8.604e-15	DTNB	0.000001	0.147695	0.5	DTNB	0.140894	0.038121	0.000001	0.135069
DGN-WB	922	ENSG00000138095.14	LRPPRC	0.170351	0.039986	0	LRPPRC	0.000001	0.149905	0.5	LRPPRC	0.114312	0.028430	0.000001	0.142484
DGN-WB	922	ENSG00000138092.6	CENPO	0.034197	0.018795	0.000199	CENPO	0.000001	0.151356	0.5	CENPO	0.032690	0.018642	0.000001	0.156453
DGN-WB	922	ENSG00000138079.9	SLC3A1	0.047924	0.024356	0.0001585	SLC3A1	0.000001	0.159744	0.5	SLC3A1	0.043458	0.022829	0.000001	0.156912
DGN-WB	922	ENSG00000138078.11	PREPL	0.099267	0.030585	0	PREPL	0.000001	0.145022	0.5	PREPL	0.099333	0.030599	0.022165	0.133927
DGN-WB	922	ENSG00000138074.10	SLC5A6	0.395272	0.063718	0	SLC5A6	0.000001	0.153860	0.5	SLC5A6	0.276322	0.056027	0.000001	0.120573
DGN-WB	922	ENSG00000138061.7	CYP1B1	0.299048	0.054059	5.551e-17	CYP1B1	0.000001	0.152068	0.5	CYP1B1	0.254534	0.051232	0.000001	0.121557
