AssociatedGeneName	EnsemblGeneID	h2.CrossTissue	se.CrossTissue	h2.AdiposeSubcutaneous	se.AdiposeSubcutaneous	h2.ArteryTibial	se.ArteryTibial	h2.HeartLeftVentricle	se.HeartLeftVentricle	h2.Lung	se.Lung	h2.MuscleSkeletal	se.MuscleSkeletal	h2.NerveTibial	se.NerveTibial	h2.SkinSunExposedLowerleg	se.SkinSunExposedLowerleg	h2.Thyroid	se.Thyroid	h2.WholeBlood	se.WholeBlood
ALDH1B1	ENSG00000137124.6	0.016665	0.034034	0.083966	0.067589	0.076681	0.065471	1e-06	0.07863	1e-06	0.043394	1e-06	0.042421	1e-06	0.046771	1e-06	0.054994	0.054007	0.062751	1e-06	0.039312
DCTN3	ENSG00000137100.11	0.015086	0.025179	1e-06	0.02661	1e-06	0.029478	0.009456	0.047151	0.055619	0.044984	1e-06	0.024015	1e-06	0.048918	0.017611	0.029256	0.028477	0.039936	1e-06	0.033503
UBAP2	ENSG00000137073.16	1e-06	0.023252	1e-06	0.031775	0.035441	0.048112	0.037198	0.074156	1e-06	0.031915	0.037323	0.044878	0.04144	0.046234	1e-06	0.040019	1e-06	0.03759	0.009523	0.028921
PLAA	ENSG00000137055.10	0.051766	0.043801	0.011369	0.042631	0.03399	0.060048	0.0225	0.065338	0.001085	0.046295	0.03363	0.04229	0.008275	0.05241	1e-06	0.057172	0.109865	0.075506	1e-06	0.054199
RANBP6	ENSG00000137040.8	0.012066	0.024611	1e-06	0.040466	0.033762	0.054483	1e-06	0.061728	0.031155	0.040946	1e-06	0.028586	1e-06	0.050969	1e-06	0.045449	1e-06	0.044256	1e-06	0.038565
NOV	ENSG00000136999.4	0.091573	0.042493	0.062639	0.050196	0.104735	0.060194	0.019918	0.057501	0.13629	0.063054	0.087974	0.048355	0.191774	0.081715	0.113639	0.057481	0.025873	0.043489	1e-06	0.040188
DERL1	ENSG00000136986.5	0.104175	0.051941	1e-06	0.049225	0.044634	0.058504	0.240904	0.098354	0.08905	0.074069	0.155692	0.069426	0.10499	0.074573	0.028843	0.048875	1e-06	0.053903	1e-06	0.047006
ENPP2	ENSG00000136960.8	1e-06	0.01988	1e-06	0.037285	0.093312	0.050875	1e-06	0.054491	1e-06	0.029752	0.008577	0.031349	0.060597	0.061288	0.02763	0.04118	0.03273	0.043761	0.001218	0.031632
ARPC5L	ENSG00000136950.9	0.012999	0.025463	1e-06	0.048951	1e-06	0.050461	1e-06	0.083161	1e-06	0.051554	1e-06	0.039491	1e-06	0.062365	0.101029	0.066913	1e-06	0.047738	1e-06	0.054761
CTSV	ENSG00000136943.6	1e-06	0.028439	1e-06	0.053997	0.063352	0.06164	1e-06	0.078881	0.022287	0.05457	1e-06	0.03885	1e-06	0.062688	1e-06	0.052287	0.038757	0.057273	1e-06	0.03943
PDCL	ENSG00000136940.9	0.015106	0.026704	1e-06	0.054601	1e-06	0.065615	1e-06	0.070421	1e-06	0.051595	1e-06	0.047909	1e-06	0.068259	1e-06	0.044544	0.016674	0.048106	1e-06	0.053848
GOLGA1	ENSG00000136935.9	0.041121	0.04449	0.016748	0.043839	0.037282	0.06033	0.08556	0.090062	1e-06	0.067926	1e-06	0.038547	1e-06	0.061146	1e-06	0.04626	0.081641	0.065722	1e-06	0.048292
RABEPK	ENSG00000136933.12	1e-06	0.02967	1e-06	0.05157	1e-06	0.051105	1e-06	0.064228	1e-06	0.040883	1e-06	0.057531	1e-06	0.0573	1e-06	0.033452	1e-06	0.049145	1e-06	0.047308
HEMGN	ENSG00000136929.8	0.010544	0.023392	1e-06	0.04436	1e-06	0.068902	1e-06	0.093725	1e-06	0.065159	0.058036	0.059945	1e-06	0.070128	1e-06	0.065377	1e-06	0.069544	1e-06	0.05996
GABBR2	ENSG00000136928.4	1e-06	0.03663	1e-06	0.065336	1e-06	0.048781	1e-06	0.099824	1e-06	0.051695	1e-06	0.061568	1e-06	0.068646	1e-06	0.058441	0.05506	0.071084	1e-06	0.046241
GARNL3	ENSG00000136895.14	0.080879	0.039023	0.036421	0.052086	1e-06	0.057806	1e-06	0.08043	0.178917	0.091162	1e-06	0.047279	1e-06	0.07055	1e-06	0.047231	0.092642	0.076342	1e-06	0.045702
ATP6V1G1	ENSG00000136888.6	1e-06	0.033887	0.117703	0.077145	1e-06	0.044433	1e-06	0.063688	0.029419	0.065223	1e-06	0.04419	1e-06	0.064604	1e-06	0.065184	1e-06	0.075139	1e-06	0.047667
KIF12	ENSG00000136883.8	0.021956	0.036939	0.113994	0.075455	1e-06	0.053021	0.149448	0.107929	0.116752	0.082829	0.004439	0.036493	1e-06	0.06179	0.060738	0.068226	0.009065	0.047373	0.006258	0.041745
FPGS	ENSG00000136877.10	1e-06	0.028533	1e-06	0.0601	1e-06	0.069866	0.223607	0.118507	1e-06	0.058799	1e-06	0.034555	1e-06	0.07391	1e-06	0.066129	1e-06	0.050624	1e-06	0.055412
STX17	ENSG00000136874.6	0.019288	0.029826	1e-06	0.068355	1e-06	0.053009	1e-06	0.073115	0.047981	0.065956	0.041774	0.054809	1e-06	0.038944	1e-06	0.054593	1e-06	0.046644	1e-06	0.036478
ZNF189	ENSG00000136870.6	1e-06	0.02867	0.055228	0.069708	1e-06	0.043657	1e-06	0.077131	1e-06	0.036343	1e-06	0.038672	0.043054	0.058409	1e-06	0.03849	1e-06	0.051786	1e-06	0.04112
CDK5RAP2	ENSG00000136861.13	0.003753	0.017062	1e-06	0.043466	1e-06	0.044302	1e-06	0.049915	0.023467	0.049067	0.063021	0.054356	1e-06	0.04826	1e-06	0.042833	1e-06	0.051839	1e-06	0.033468
STXBP1	ENSG00000136854.13	0.013383	0.024588	1e-06	0.035614	0.09618	0.072185	1e-06	0.052171	1e-06	0.073482	0.044	0.052715	0.00039	0.038684	1e-06	0.055623	0.05424	0.061483	1e-06	0.045085
DAB2IP	ENSG00000136848.12	0.038507	0.034359	1e-06	0.048387	0.046782	0.055254	1e-06	0.046028	1e-06	0.048652	0.072871	0.056964	1e-06	0.049123	1e-06	0.042315	1e-06	0.059478	1e-06	0.033594
FRRS1L	ENSG00000136805.4	0.042445	0.036095	1e-06	0.057469	1e-06	0.036362	1e-06	0.064752	1e-06	0.04822	1e-06	0.02952	0.028452	0.053119	1e-06	0.040435	1e-06	0.036271	1e-06	0.038164
NIPSNAP3A	ENSG00000136783.9	0.005479	0.022828	1e-06	0.038209	1e-06	0.040533	1e-06	0.049483	0.047396	0.062102	1e-06	0.027545	1e-06	0.051037	1e-06	0.039138	0.098205	0.071112	1e-06	0.037312
DNAJC1	ENSG00000136770.6	0.006281	0.017	1e-06	0.03626	1e-06	0.037085	1e-06	0.063752	0.025653	0.047218	0.032433	0.041285	1e-06	0.047054	1e-06	0.041548	1e-06	0.040079	1e-06	0.031732
YME1L1	ENSG00000136758.14	0.011288	0.020722	0.027508	0.049772	1e-06	0.041322	1e-06	0.056073	0.066103	0.057709	0.041633	0.042742	1e-06	0.045838	0.000217	0.034948	0.003149	0.043036	0.052593	0.046739
CCDC115	ENSG00000136710.5	1e-06	0.022381	1e-06	0.035604	0.046292	0.050848	0.164787	0.092594	0.037559	0.040844	0.097589	0.05747	1e-06	0.038849	0.127445	0.064623	1e-06	0.039803	1e-06	0.027828
SMPD4	ENSG00000136699.15	0.049136	0.037407	1e-06	0.033029	0.017119	0.037227	0.220305	0.10162	0.013251	0.035939	1e-06	0.024142	0.051082	0.053254	0.033634	0.042311	0.08406	0.065715	0.096973	0.050542
CFC1	ENSG00000136698.4	1e-06	0.028653	0.045141	0.05069	1e-06	0.043089	1e-06	0.05822	0.044684	0.056336	1e-06	0.033521	1e-06	0.040841	1e-06	0.044438	1e-06	0.033502	1e-06	0.03949
IL1F10	ENSG00000136697.8	0.014563	0.021827	0.051535	0.052499	1e-06	0.03548	1e-06	0.055327	0.154831	0.07782	0.009167	0.031699	1e-06	0.049214	0.128258	0.066068	1e-06	0.034279	1e-06	0.032217
IL36B	ENSG00000136696.6	0.012658	0.024226	0.02937	0.045696	1e-06	0.033677	1e-06	0.064544	1e-06	0.036939	1e-06	0.031933	1e-06	0.038417	0.55463	0.075304	1e-06	0.038947	0.02016	0.036817
IL36RN	ENSG00000136695.10	0.011024	0.022099	0.016038	0.042122	0.026397	0.046071	0.123879	0.082533	1e-06	0.038161	1e-06	0.024661	1e-06	0.043682	0.045973	0.042778	1e-06	0.04011	1e-06	0.030915
IL36A	ENSG00000136694.8	0.014618	0.023665	0.007136	0.032049	1e-06	0.045397	1e-06	0.056789	0.03577	0.043924	0.082076	0.051513	0.053795	0.049702	1e-06	0.031025	1e-06	0.040654	1e-06	0.024174
KCTD3	ENSG00000136636.8	0.03108	0.032687	0.084229	0.055889	0.034753	0.051084	1e-06	0.083336	0.009316	0.036692	0.052465	0.043929	1e-06	0.053133	1e-06	0.042804	0.013545	0.044336	1e-06	0.040571
SKIL	ENSG00000136603.9	0.052999	0.038855	1e-06	0.056585	0.062826	0.063851	1e-06	0.072593	0.01874	0.045466	1e-06	0.033809	1e-06	0.056613	1e-06	0.045021	1e-06	0.035831	1e-06	0.036424
BLK	ENSG00000136573.8	0.023169	0.027876	0.007896	0.03574	1e-06	0.026329	1e-06	0.052196	1e-06	0.04425	1e-06	0.02663	1e-06	0.037788	1e-06	0.041164	1e-06	0.034473	1e-06	0.042435
SCN7A	ENSG00000136546.9	0.003115	0.01571	0.005229	0.032425	0.019711	0.039365	0.004838	0.049125	0.048577	0.047609	1e-06	0.028639	1e-06	0.039401	0.031117	0.042582	1e-06	0.03234	0.026957	0.039214
ERMN	ENSG00000136541.10	1e-06	0.019354	1e-06	0.054066	1e-06	0.041451	0.019068	0.064356	1e-06	0.057936	1e-06	0.035072	1e-06	0.041487	1e-06	0.051901	1e-06	0.046588	0.074834	0.052625
TBR1	ENSG00000136535.10	0.033055	0.026784	0.037207	0.039598	0.049382	0.043352	1e-06	0.046689	0.007658	0.031578	1e-06	0.024822	0.018603	0.041507	0.049091	0.045158	1e-06	0.033842	0.002082	0.023047
MRPL47	ENSG00000136522.9	1e-06	0.025476	0.010386	0.040558	0.042826	0.061243	0.095754	0.092661	0.032232	0.062424	1e-06	0.035344	1e-06	0.051108	1e-06	0.05033	0.000848	0.042879	1e-06	0.059201
NDUFB5	ENSG00000136521.8	0.006021	0.020785	1e-06	0.057372	1e-06	0.046467	1e-06	0.056677	1e-06	0.045233	1e-06	0.032723	1e-06	0.054142	1e-06	0.051131	1e-06	0.039772	1e-06	0.036647
TACO1	ENSG00000136463.7	0.014197	0.018151	1e-06	0.032091	1e-06	0.03543	0.102169	0.079283	1e-06	0.044546	1e-06	0.029631	1e-06	0.038908	1e-06	0.02254	0.017523	0.033791	1e-06	0.033872
CALCOCO2	ENSG00000136436.10	1e-06	0.025337	0.163766	0.07706	0.020705	0.039469	1e-06	0.084377	0.162833	0.079672	0.048479	0.045822	0.069085	0.068285	0.014498	0.032009	1e-06	0.047396	1e-06	0.037136
CIB2	ENSG00000136425.8	0.432721	0.064737	0.040737	0.044872	0.36641	0.085203	0.501524	0.108174	0.233203	0.084237	0.373841	0.077665	1e-06	0.045798	0.167985	0.072326	0.430027	0.084326	0.038526	0.044362
TM6SF1	ENSG00000136404.11	0.043956	0.041906	1e-06	0.057828	0.020674	0.060404	1e-06	0.088171	0.00476	0.062091	1e-06	0.045702	1e-06	0.071157	1e-06	0.061881	1e-06	0.058851	1e-06	0.045559
ABHD17C	ENSG00000136379.7	1e-06	0.038498	0.023136	0.061455	0.045543	0.063483	0.159756	0.116374	0.032015	0.065343	1e-06	0.038861	0.002367	0.050125	1e-06	0.053454	1e-06	0.061717	1e-06	0.041126
NKX2-1	ENSG00000136352.13	0.010852	0.027989	0.008642	0.032124	1e-06	0.034771	0.121993	0.095642	1e-06	0.042602	1e-06	0.027731	1e-06	0.042206	0.024699	0.039862	1e-06	0.039032	1e-06	0.028681
TBRG4	ENSG00000136270.9	0.000151	0.019116	0.02963	0.047341	1e-06	0.046926	1e-06	0.064391	0.049829	0.049322	0.000243	0.028994	1e-06	0.046151	1e-06	0.042368	1e-06	0.037685	1e-06	0.033679
AOAH	ENSG00000136250.7	1e-06	0.027015	1e-06	0.039484	1e-06	0.044188	1e-06	0.065357	1e-06	0.041114	1e-06	0.031305	1e-06	0.044483	1e-06	0.043139	1e-06	0.04358	1e-06	0.039985
SPDYE1	ENSG00000136206.3	1e-06	0.017585	1e-06	0.026103	0.050089	0.052239	1e-06	0.057706	1e-06	0.041934	0.034086	0.036412	1e-06	0.030531	1e-06	0.024628	1e-06	0.027483	1e-06	0.033081
C7orf25	ENSG00000136197.8	0.039673	0.032297	1e-06	0.034405	1e-06	0.034267	0.003489	0.04088	0.041697	0.050938	1e-06	0.020382	1e-06	0.036078	1e-06	0.057682	1e-06	0.03749	0.031801	0.037632
SCRN1	ENSG00000136193.11	0.030578	0.031702	0.012853	0.028579	1e-06	0.035157	1e-06	0.044968	0.163688	0.08026	7.7e-05	0.017578	0.083104	0.059468	0.008417	0.035145	0.007146	0.032273	1e-06	0.027206
LCP1	ENSG00000136167.9	1e-06	0.027802	1e-06	0.05044	1e-06	0.056097	1e-06	0.069982	0.00057	0.04647	1e-06	0.042251	0.01399	0.047473	0.141398	0.076858	0.016153	0.048996	1e-06	0.04885
RCBTB2	ENSG00000136161.8	0.002774	0.021463	1e-06	0.039763	0.030955	0.041013	1e-06	0.070319	1e-06	0.043486	1e-06	0.028678	0.164848	0.074398	1e-06	0.032715	0.062897	0.047372	1e-06	0.034976
EDNRB	ENSG00000136160.10	0.027997	0.030278	0.0423	0.04485	1e-06	0.041587	0.104442	0.079866	0.026696	0.041145	0.054077	0.047324	0.060367	0.053359	0.041494	0.044467	1e-06	0.037119	0.002963	0.027407
NUDT15	ENSG00000136159.3	1e-06	0.031414	0.008761	0.036293	1e-06	0.053595	0.045988	0.077384	1e-06	0.048572	0.022595	0.036553	1e-06	0.048484	0.05822	0.053337	0.075979	0.053327	1e-06	0.036045
SCEL	ENSG00000136155.12	1e-06	0.028909	1e-06	0.041774	0.061693	0.055251	0.002147	0.061455	1e-06	0.041466	1e-06	0.037991	1e-06	0.042727	0.020457	0.040454	1e-06	0.040514	1e-06	0.037881
COG3	ENSG00000136152.10	0.055939	0.036677	0.049925	0.059882	0.005177	0.043999	0.122944	0.096704	1e-06	0.061787	0.063782	0.053036	1e-06	0.043271	1e-06	0.044784	1e-06	0.049438	1e-06	0.037497
PHF11	ENSG00000136147.12	0.13864	0.053063	0.182725	0.075301	0.095012	0.060557	0.045872	0.070774	0.161133	0.072855	0.207149	0.063159	0.142624	0.076587	0.019566	0.037736	0.098246	0.065527	0.068763	0.043497
MED4	ENSG00000136146.10	0.137229	0.047572	0.081706	0.054818	0.167408	0.071518	0.075358	0.068585	0.05259	0.052867	0.203517	0.064583	0.121666	0.073296	0.242948	0.077939	0.056127	0.050929	0.043853	0.052595
BORA	ENSG00000136122.11	0.259792	0.068042	1e-06	0.048534	0.040672	0.051848	1e-06	0.067823	1e-06	0.049685	0.050739	0.048134	0.030005	0.056065	1e-06	0.041749	1e-06	0.041669	0.032406	0.0435
LECT1	ENSG00000136110.8	0.00973	0.022097	1e-06	0.034207	1e-06	0.031815	0.019461	0.049596	0.023915	0.04282	1e-06	0.025095	0.009637	0.035054	1e-06	0.039654	0.036933	0.047694	1e-06	0.043856
KIAA1033	ENSG00000136051.9	0.00181	0.020072	1e-06	0.042697	1e-06	0.062535	0.098426	0.093039	0.024341	0.062929	1e-06	0.042161	1e-06	0.065568	1e-06	0.069117	1e-06	0.060458	1e-06	0.050441
PWP1	ENSG00000136045.7	0.010451	0.03532	1e-06	0.058521	1e-06	0.068896	1e-06	0.108896	1e-06	0.061036	0.083873	0.060383	0.042397	0.074189	1e-06	0.058714	1e-06	0.057102	1e-06	0.064868
APPL2	ENSG00000136044.7	0.000554	0.027072	1e-06	0.048057	1e-06	0.055938	0.026805	0.080242	0.071196	0.065189	0.032833	0.050187	0.03238	0.065518	0.047448	0.057215	0.06634	0.075081	1e-06	0.05166
CKAP4	ENSG00000136026.9	1e-06	0.037264	1e-06	0.053346	0.004504	0.039179	0.042919	0.089043	1e-06	0.043452	0.01089	0.039552	1e-06	0.054348	1e-06	0.048312	1e-06	0.065391	1e-06	0.051075
ANKRD36	ENSG00000135976.12	0.043026	0.039432	1e-06	0.040321	1e-06	0.04164	0.052508	0.065605	0.075058	0.062683	1e-06	0.035629	0.060202	0.064279	1e-06	0.043982	0.019395	0.04651	1e-06	0.038729
TGFBRAP1	ENSG00000135966.8	0.009985	0.02988	0.018251	0.046327	0.035824	0.054239	0.076944	0.084109	0.037374	0.057806	1e-06	0.051568	1e-06	0.049013	0.060183	0.060005	1e-06	0.051171	1e-06	0.050475
CYP27A1	ENSG00000135929.4	1e-06	0.040737	1e-06	0.042399	1e-06	0.05959	1e-06	0.084465	1e-06	0.058074	1e-06	0.046442	1e-06	0.069746	1e-06	0.053552	1e-06	0.059482	1e-06	0.047537
DNAJB2	ENSG00000135924.11	1e-06	0.043835	1e-06	0.057056	1e-06	0.05664	1e-06	0.085929	1e-06	0.053979	1e-06	0.045875	1e-06	0.080521	1e-06	0.060401	1e-06	0.061656	1e-06	0.043172
SERPINE2	ENSG00000135919.8	0.015237	0.033153	1e-06	0.061299	0.022894	0.054008	0.247211	0.118305	1e-06	0.063083	1e-06	0.059464	1e-06	0.060109	0.051672	0.06585	1e-06	0.060712	1e-06	0.048198
SLC19A3	ENSG00000135917.9	0.009378	0.029074	1e-06	0.057175	1e-06	0.055282	1e-06	0.079434	1e-06	0.060929	1e-06	0.055579	1e-06	0.075712	1e-06	0.053928	1e-06	0.059579	0.007891	0.044332
ITM2C	ENSG00000135916.11	1e-06	0.029805	1e-06	0.061241	0.075965	0.073596	1e-06	0.111274	1e-06	0.058775	1e-06	0.043872	1e-06	0.059023	1e-06	0.059923	1e-06	0.06364	1e-06	0.06812
TTLL4	ENSG00000135912.6	0.015769	0.029795	1e-06	0.049391	0.059522	0.063186	1e-06	0.086053	0.126748	0.081254	1e-06	0.041506	1e-06	0.095616	1e-06	0.055343	1e-06	0.056245	1e-06	0.054217
PAX3	ENSG00000135903.14	0.036278	0.040999	0.048944	0.054573	1e-06	0.050075	0.117146	0.093848	0.028226	0.059099	0.009037	0.044987	1e-06	0.059813	1e-06	0.048584	0.082298	0.074521	1e-06	0.06338
MRPL44	ENSG00000135900.3	0.03861	0.030242	0.009222	0.044684	0.001208	0.041727	1e-06	0.074632	0.115316	0.064048	0.031518	0.043111	0.02562	0.054518	1e-06	0.044209	0.046322	0.053496	1e-06	0.041265
SP110	ENSG00000135899.12	1e-06	0.031351	1e-06	0.062705	1e-06	0.053836	1e-06	0.082768	1e-06	0.056575	0.026921	0.045292	1e-06	0.06695	1e-06	0.046626	1e-06	0.045403	1e-06	0.04395
FAM129A	ENSG00000135842.12	0.107268	0.050584	1e-06	0.036215	0.029531	0.046545	0.017982	0.068215	1e-06	0.04535	1e-06	0.038589	0.151927	0.072487	0.046464	0.046915	1e-06	0.048443	0.044768	0.054407
NPL	ENSG00000135838.9	0.094248	0.053177	0.112057	0.066623	0.066113	0.055064	0.031029	0.061218	1e-06	0.048064	0.019815	0.030003	0.069488	0.070261	0.000116	0.031344	1e-06	0.035318	0.030103	0.036997
KIAA1614	ENSG00000135835.6	0.034515	0.03763	1e-06	0.047781	1e-06	0.043878	1e-06	0.06932	0.032049	0.051381	1e-06	0.033448	0.275632	0.092186	1e-06	0.055704	1e-06	0.044879	0.043446	0.048081
RGS8	ENSG00000135824.8	0.011842	0.026248	0.002842	0.032309	0.0032	0.033003	1e-06	0.051293	1e-06	0.052009	1e-06	0.035917	1e-06	0.051296	1e-06	0.040528	0.053743	0.055292	1e-06	0.024856
STX6	ENSG00000135823.9	0.0542	0.038596	1e-06	0.047461	1e-06	0.042008	1e-06	0.065698	0.080405	0.066829	1e-06	0.027482	1e-06	0.050053	0.078605	0.070857	0.017362	0.0432	1e-06	0.042875
TAF5L	ENSG00000135801.5	1e-06	0.035665	1e-06	0.040981	0.062901	0.067884	0.080109	0.09717	1e-06	0.0491	0.070692	0.054613	1e-06	0.08706	1e-06	0.050241	1e-06	0.045138	1e-06	0.048599
CAPN9	ENSG00000135773.8	0.549607	0.054182	0.1291	0.067841	0.13353	0.070405	0.106216	0.095308	0.482767	0.084167	0.238282	0.068934	0.499594	0.085998	0.417608	0.078048	0.300621	0.079438	1e-06	0.037432
URB2	ENSG00000135763.5	0.04087	0.038387	1e-06	0.071036	1e-06	0.050013	1e-06	0.072713	1e-06	0.066189	1e-06	0.037832	1e-06	0.058283	1e-06	0.060443	1e-06	0.051059	1e-06	0.050038
ZNF670	ENSG00000135747.7	1e-06	0.027608	1e-06	0.04051	1e-06	0.03708	1e-06	0.06094	1e-06	0.037814	0.005514	0.024915	0.032993	0.045932	0.074637	0.057331	1e-06	0.03325	1e-06	0.034262
AGT	ENSG00000135744.7	0.386307	0.06524	0.384011	0.085279	0.271447	0.083506	0.089389	0.097003	0.27529	0.089193	0.150577	0.064725	1e-06	0.043207	0.615638	0.064929	1e-06	0.062092	1e-06	0.04393
SLC9A5	ENSG00000135740.12	0.027581	0.020898	0.002894	0.018965	0.060465	0.055435	1e-06	0.045519	0.025022	0.036299	1e-06	0.028195	1e-06	0.03232	0.01857	0.038221	1e-06	0.019814	1e-06	0.023097
FHOD1	ENSG00000135723.8	0.064701	0.038344	0.002175	0.018292	1e-06	0.026813	0.027798	0.044603	0.01241	0.02555	1e-06	0.024266	0.223512	0.096519	1e-06	0.031845	1e-06	0.038284	0.014523	0.029268
KLHL36	ENSG00000135686.8	0.237256	0.07711	1e-06	0.066477	0.085856	0.090464	0.051599	0.108886	1e-06	0.08327	0.136233	0.077635	1e-06	0.085071	0.123918	0.08309	0.222518	0.11305	0.043046	0.068071
EMX1	ENSG00000135638.9	0.003613	0.02007	1e-06	0.03585	1e-06	0.050016	0.069894	0.084817	1e-06	0.042534	1e-06	0.033537	0.004845	0.044598	1e-06	0.040368	1e-06	0.03602	1e-06	0.042465
CCDC142	ENSG00000135637.9	1e-06	0.025591	1e-06	0.029122	0.02089	0.046597	0.037207	0.067544	1e-06	0.036335	1e-06	0.026187	1e-06	0.035703	1e-06	0.036153	0.000391	0.038356	1e-06	0.036498
DYSF	ENSG00000135636.9	1e-06	0.027768	1e-06	0.04159	1e-06	0.049842	1e-06	0.061286	1e-06	0.045624	0.058537	0.04451	1e-06	0.060098	1e-06	0.046183	1e-06	0.053097	1e-06	0.042518
EGR4	ENSG00000135625.6	1e-06	0.027055	0.07661	0.061777	1e-06	0.045803	1e-06	0.080281	0.005819	0.04215	0.001419	0.029334	1e-06	0.045125	0.007892	0.038502	0.022343	0.043413	1e-06	0.03371
SEMA4F	ENSG00000135622.8	1e-06	0.027923	1e-06	0.047434	0.019031	0.047593	1e-06	0.072797	1e-06	0.044982	1e-06	0.035523	0.016285	0.051298	0.02281	0.045326	1e-06	0.041861	1e-06	0.056514
MICAL1	ENSG00000135596.13	0.070086	0.044497	0.094071	0.058499	0.030521	0.039958	0.118978	0.083688	0.205372	0.082345	0.043395	0.038342	0.14093	0.080985	0.027057	0.040195	0.013303	0.032405	1e-06	0.032008
PKIB	ENSG00000135549.9	0.234209	0.060923	0.00761	0.030175	0.094414	0.066511	1e-06	0.065388	0.111255	0.064294	0.02648	0.038992	0.30322	0.094121	0.139694	0.068491	0.193488	0.079838	0.05085	0.047523
OS9	ENSG00000135506.11	0.020424	0.029114	0.068577	0.055547	1e-06	0.054516	0.012932	0.067529	1e-06	0.051713	1e-06	0.042559	0.037152	0.050456	1e-06	0.04082	1e-06	0.05448	1e-06	0.030683
ZC3H10	ENSG00000135482.2	1e-06	0.029669	1e-06	0.027434	0.009518	0.03882	0.077915	0.07928	1e-06	0.053937	1e-06	0.024487	0.04585	0.053565	1e-06	0.04662	1e-06	0.039183	1e-06	0.044728
FAIM2	ENSG00000135472.4	0.169639	0.062938	0.07409	0.059952	0.334334	0.092942	0.01897	0.055287	1e-06	0.042971	1e-06	0.041433	0.043895	0.050414	0.1132	0.068654	0.09324	0.070511	1e-06	0.042569
TFCP2	ENSG00000135457.5	0.02464	0.028407	0.020973	0.035343	0.071124	0.059488	0.025446	0.058588	0.076287	0.063289	0.081967	0.055379	0.06396	0.054559	0.141347	0.067647	0.025441	0.040051	0.034092	0.039773
PPP1R1A	ENSG00000135447.12	0.00543	0.013207	1e-06	0.033293	0.027842	0.042181	1e-06	0.065143	0.010968	0.032889	1e-06	0.036375	1e-06	0.021157	1e-06	0.024119	1e-06	0.041061	1e-06	0.023727
CDK4	ENSG00000135446.12	1e-06	0.014731	1e-06	0.030992	1e-06	0.019615	1e-06	0.034153	0.013128	0.030717	1e-06	0.034632	1e-06	0.05103	0.05615	0.052014	0.015991	0.040379	1e-06	0.031772
KRT85	ENSG00000135443.4	0.006952	0.029902	1e-06	0.034163	0.055227	0.061949	1e-06	0.073977	0.054631	0.052649	1e-06	0.044428	0.056308	0.063488	0.129054	0.075524	0.044364	0.061262	1e-06	0.041264
TESPA1	ENSG00000135426.10	1e-06	0.01142	1e-06	0.032624	1e-06	0.028666	1e-06	0.039557	1e-06	0.018827	1e-06	0.014814	1e-06	0.019043	1e-06	0.044068	1e-06	0.024301	0.00707	0.022229
GLS2	ENSG00000135423.8	1e-06	0.015151	0.028424	0.035192	1e-06	0.035089	0.002203	0.028747	1e-06	0.031796	1e-06	0.024243	1e-06	0.046655	1e-06	0.027351	1e-06	0.026548	1e-06	0.011219
GDF11	ENSG00000135414.5	0.014906	0.01573	1e-06	0.021521	1e-06	0.03154	0.061654	0.07855	0.003274	0.028315	1e-06	0.014989	1e-06	0.036496	1e-06	0.018196	1e-06	0.01793	1e-06	0.017058
PRPH	ENSG00000135406.9	0.07587	0.045818	1e-06	0.030035	0.04592	0.050186	1e-06	0.04788	0.106042	0.070576	0.015015	0.034425	0.024943	0.045026	0.004056	0.033554	1e-06	0.032728	1e-06	0.040762
CD63	ENSG00000135404.7	1e-06	0.018964	1e-06	0.03097	1e-06	0.02951	0.017327	0.031383	1e-06	0.024741	1e-06	0.016059	1e-06	0.029052	0.010857	0.021851	1e-06	0.033486	1e-06	0.023156
DNAJC14	ENSG00000135392.11	0.007465	0.019315	0.007335	0.019981	1e-06	0.027727	0.025884	0.047874	0.020733	0.035705	0.02424	0.030202	1e-06	0.02824	1e-06	0.018649	1e-06	0.041321	1e-06	0.015731
ATP5G2	ENSG00000135390.13	1e-06	0.013719	1e-06	0.025083	0.041887	0.042576	0.009899	0.029921	1e-06	0.040384	1e-06	0.020458	1e-06	0.031357	1e-06	0.033886	1e-06	0.031294	1e-06	0.021216
NAT10	ENSG00000135372.4	0.091941	0.043115	0.031225	0.046909	0.079564	0.060764	1e-06	0.076851	0.036742	0.048268	1e-06	0.049187	1e-06	0.036747	0.074293	0.054696	0.002034	0.0418	0.003403	0.035408
LCA5	ENSG00000135338.8	0.039875	0.0344	0.026177	0.044029	1e-06	0.045098	1e-06	0.052042	1e-06	0.041911	1e-06	0.04213	0.003915	0.038252	1e-06	0.038658	1e-06	0.035702	1e-06	0.031079
ORC3	ENSG00000135336.9	0.055553	0.038679	0.016539	0.033603	0.032992	0.04743	0.030072	0.054128	1e-06	0.029402	0.022439	0.032453	0.014118	0.041909	0.129039	0.069507	1e-06	0.035108	1e-06	0.026121
EPHA7	ENSG00000135333.9	0.129635	0.049318	0.14053	0.071988	0.049233	0.054341	0.019388	0.07153	0.257944	0.081955	0.01312	0.032401	1e-06	0.058473	0.107193	0.061232	1e-06	0.037896	1e-06	0.037285
