AssociatedGeneName	EnsemblGeneID	h2.CrossTissue	se.CrossTissue	h2.AdiposeSubcutaneous	se.AdiposeSubcutaneous	h2.ArteryTibial	se.ArteryTibial	h2.HeartLeftVentricle	se.HeartLeftVentricle	h2.Lung	se.Lung	h2.MuscleSkeletal	se.MuscleSkeletal	h2.NerveTibial	se.NerveTibial	h2.SkinSunExposedLowerleg	se.SkinSunExposedLowerleg	h2.Thyroid	se.Thyroid	h2.WholeBlood	se.WholeBlood
NABP1	ENSG00000173559.7	0.050955	0.042018	0.038218	0.054902	0.018027	0.04799	1e-06	0.082155	1e-06	0.040522	0.053888	0.049893	1e-06	0.049641	0.035917	0.040827	0.0215	0.045587	1e-06	0.043029
CSPG4	ENSG00000173546.7	0.023233	0.02619	0.00181	0.022895	0.005615	0.025166	1e-06	0.044837	1e-06	0.037517	0.066039	0.043949	1e-06	0.021137	1e-06	0.043265	1e-06	0.031179	1e-06	0.023687
ZNF622	ENSG00000173545.4	1e-06	0.0232	0.004046	0.018905	0.00512	0.027405	1e-06	0.0504	1e-06	0.049065	0.013117	0.031023	1e-06	0.052872	1e-06	0.025423	0.064412	0.05202	1e-06	0.027729
MST1	ENSG00000173531.11	0.222481	0.075768	0.000979	0.013356	1e-06	0.024716	0.109052	0.071315	1e-06	0.028714	1e-06	0.013967	0.052909	0.046859	0.044561	0.03742	0.006143	0.021903	1e-06	0.024323
SMARCC1	ENSG00000173473.6	1e-06	0.016394	0.104116	0.068192	0.023924	0.029758	0.037367	0.053139	0.009152	0.031771	0.008154	0.018563	0.003434	0.021392	0.059684	0.045672	0.010172	0.021242	1e-06	0.024526
AGR3	ENSG00000173467.4	1e-06	0.018474	0.026941	0.033539	1e-06	0.031707	0.023793	0.05659	1e-06	0.042654	1e-06	0.028117	0.049607	0.056328	1e-06	0.04198	0.057871	0.051223	1e-06	0.029748
RNASE11	ENSG00000173464.9	0.001101	0.026938	0.134937	0.071776	0.143655	0.081588	0.065033	0.084791	1e-06	0.056227	0.012031	0.041424	1e-06	0.08063	0.038781	0.064869	0.067871	0.072955	1e-06	0.043382
MINOS1	ENSG00000173436.9	0.011026	0.022356	1e-06	0.023279	1e-06	0.033062	0.083751	0.075999	0.036575	0.040708	1e-06	0.023221	0.005437	0.02611	0.021216	0.03215	1e-06	0.035757	1e-06	0.0166
DAG1	ENSG00000173402.7	0.020051	0.019063	1e-06	0.030845	0.021045	0.029412	1e-06	0.034119	1e-06	0.016124	0.002295	0.012712	0.023689	0.033715	1e-06	0.014437	0.013556	0.027086	1e-06	0.02578
GLIPR1L1	ENSG00000173401.5	1e-06	0.037461	1e-06	0.045243	1e-06	0.046096	1e-06	0.057437	0.028126	0.045831	1e-06	0.032799	1e-06	0.055055	1e-06	0.040573	1e-06	0.042491	1e-06	0.025626
PPP1R3B	ENSG00000173281.4	0.073959	0.043934	0.045018	0.046592	1e-06	0.028336	0.043401	0.060664	1e-06	0.036908	1e-06	0.030869	1e-06	0.02955	1e-06	0.0313	0.013626	0.035568	1e-06	0.017524
ZBTB21	ENSG00000173276.9	1e-06	0.024234	1e-06	0.033213	0.092963	0.065993	0.133849	0.099675	1e-06	0.047841	1e-06	0.041055	1e-06	0.048379	1e-06	0.053378	0.029107	0.0579	1e-06	0.053101
SNCG	ENSG00000173267.9	0.092483	0.04365	1e-06	0.052314	1e-06	0.047343	0.111272	0.077412	0.034563	0.050345	0.044472	0.041881	0.009236	0.056879	0.087131	0.057186	0.099722	0.059349	1e-06	0.031705
GPR137	ENSG00000173264.9	1e-06	0.01519	0.001309	0.022388	1e-06	0.044102	1e-06	0.071382	0.00218	0.032609	1e-06	0.023551	1e-06	0.029778	1e-06	0.022203	1e-06	0.030955	1e-06	0.044216
DMRT2	ENSG00000173253.10	0.032704	0.041048	1e-06	0.055331	1e-06	0.053762	0.200848	0.112522	1e-06	0.054534	0.033463	0.054366	0.091769	0.074322	1e-06	0.03781	0.026475	0.06028	1e-06	0.052153
LIPM	ENSG00000173239.9	0.033091	0.035152	0.011357	0.038526	1e-06	0.056292	1e-06	0.056178	0.027312	0.047067	1e-06	0.028273	1e-06	0.058579	0.021506	0.048323	1e-06	0.048723	1e-06	0.040534
C11orf86	ENSG00000173237.4	1e-06	0.038507	1e-06	0.048711	0.018616	0.047305	1e-06	0.057766	1e-06	0.038565	1e-06	0.029441	1e-06	0.046825	1e-06	0.040632	1e-06	0.036818	1e-06	0.037942
SYT12	ENSG00000173227.9	1e-06	0.016225	1e-06	0.039291	0.382395	0.095911	1e-06	0.044956	1e-06	0.044714	1e-06	0.033553	1e-06	0.035313	0.033389	0.039751	1e-06	0.048631	1e-06	0.025219
VANGL1	ENSG00000173218.9	0.041182	0.035422	1e-06	0.034644	1e-06	0.050495	1e-06	0.092061	0.018021	0.049658	0.043931	0.045049	1e-06	0.064971	0.068566	0.056127	1e-06	0.045462	1e-06	0.031452
KIAA1919	ENSG00000173214.5	0.184114	0.052425	0.032616	0.044652	0.039293	0.043003	0.12495	0.075119	1e-06	0.039248	0.097672	0.049287	0.037987	0.059433	0.083084	0.052533	0.101445	0.059552	1e-06	0.024877
ABCD2	ENSG00000173208.3	0.020147	0.024881	0.004806	0.024811	1e-06	0.030181	0.041697	0.061674	1e-06	0.030491	1e-06	0.029542	1e-06	0.02612	0.006134	0.026228	0.062658	0.053925	1e-06	0.022857
MTX1	ENSG00000173171.9	0.016793	0.028209	1e-06	0.047295	0.004317	0.035928	0.060121	0.095203	1e-06	0.051854	0.002033	0.032466	0.07118	0.066866	1e-06	0.045786	1e-06	0.04039	1e-06	0.044291
COMMD1	ENSG00000173163.6	0.002601	0.026812	1e-06	0.033201	1e-06	0.050744	0.021521	0.051777	0.010816	0.037882	1e-06	0.031697	0.011372	0.030168	1e-06	0.05126	0.049571	0.047784	1e-06	0.025567
MRP63	ENSG00000173141.4	0.037635	0.039177	0.004225	0.040735	0.082857	0.067867	0.079566	0.105403	1e-06	0.048813	0.020065	0.040421	0.022537	0.047718	1e-06	0.041394	1e-06	0.054422	1e-06	0.04937
LRRN3	ENSG00000173114.8	0.016066	0.028202	0.05483	0.052936	0.004629	0.034168	0.082412	0.08337	0.026832	0.036284	0.004942	0.020294	0.02706	0.040168	1e-06	0.039145	1e-06	0.036383	1e-06	0.027512
HSPA6	ENSG00000173110.6	0.013601	0.031607	1e-06	0.031361	0.111749	0.065936	1e-06	0.056641	1e-06	0.026126	1e-06	0.038999	1e-06	0.040764	0.060994	0.057145	0.061863	0.064191	1e-06	0.035679
CCDC63	ENSG00000173093.8	1e-06	0.035165	1e-06	0.041253	1e-06	0.042217	1e-06	0.072102	0.012618	0.043227	1e-06	0.03532	1e-06	0.067446	1e-06	0.042402	1e-06	0.070849	1e-06	0.04475
COQ2	ENSG00000173085.9	0.011142	0.029502	1e-06	0.03999	0.02601	0.031753	1e-06	0.082476	1e-06	0.042061	1e-06	0.021314	0.024434	0.049085	0.001592	0.029758	0.024309	0.036721	1e-06	0.034229
HPSE	ENSG00000173083.10	0.043203	0.038637	0.107005	0.069172	0.097619	0.062133	0.032378	0.071132	0.041121	0.059968	1e-06	0.039367	0.072471	0.06851	1e-06	0.043569	1e-06	0.037717	1e-06	0.032807
FAM222B	ENSG00000173065.9	0.010326	0.020041	1e-06	0.03947	0.010763	0.03493	0.022529	0.052412	1e-06	0.038455	0.008438	0.022494	0.041307	0.038756	1e-06	0.028145	0.019905	0.037644	1e-06	0.037799
DCAKD	ENSG00000172992.7	0.265657	0.062786	0.023921	0.028399	0.020775	0.033619	0.097774	0.072735	0.044305	0.049115	1e-06	0.021916	0.02324	0.037782	0.023148	0.037057	0.044421	0.04536	1e-06	0.030435
ADH6	ENSG00000172955.13	0.195635	0.06175	0.050119	0.041188	0.039011	0.040059	0.11411	0.083379	0.013431	0.036868	1e-06	0.030463	0.177154	0.076728	0.043293	0.045591	1e-06	0.038763	1e-06	0.025806
LCLAT1	ENSG00000172954.9	1e-06	0.019591	0.040365	0.053168	0.075254	0.054019	1e-06	0.065002	0.03031	0.04919	1e-06	0.045648	1e-06	0.037119	1e-06	0.042878	0.023399	0.047287	1e-06	0.034628
MRGPRF	ENSG00000172935.8	0.043518	0.038122	1e-06	0.04536	1e-06	0.030348	0.044259	0.054228	1e-06	0.053318	1e-06	0.038428	1e-06	0.056628	1e-06	0.043393	0.053976	0.057998	1e-06	0.041723
ANKRD13D	ENSG00000172932.10	1e-06	0.029113	0.023952	0.033356	0.005051	0.034132	1e-06	0.06619	0.030794	0.053666	1e-06	0.03472	1e-06	0.052841	0.000407	0.023785	1e-06	0.055066	1e-06	0.030026
AQPEP	ENSG00000172901.15	0.070931	0.047524	0.076992	0.064555	0.073917	0.06958	0.041932	0.072193	0.022814	0.048564	0.023619	0.032387	1e-06	0.041195	0.112464	0.068606	1e-06	0.056362	1e-06	0.046548
NADSYN1	ENSG00000172890.7	0.13257	0.05086	0.018701	0.032905	1e-06	0.050913	0.10167	0.082287	0.047823	0.049854	0.005026	0.022153	0.15269	0.073983	1e-06	0.061742	0.046213	0.043907	1e-06	0.021082
EGFL7	ENSG00000172889.11	1e-06	0.012553	1e-06	0.035252	1e-06	0.033525	0.000353	0.025085	0.037037	0.039212	0.007124	0.020456	0.010179	0.026331	1e-06	0.026653	1e-06	0.032467	1e-06	0.022196
METAP1D	ENSG00000172878.9	0.120062	0.052465	0.002087	0.036823	1e-06	0.043205	1e-06	0.070855	1e-06	0.046043	0.001587	0.028573	1e-06	0.057838	1e-06	0.036931	0.055834	0.054352	1e-06	0.029788
KRT2	ENSG00000172867.3	0.020705	0.025086	1e-06	0.046178	0.014145	0.030259	0.037183	0.060443	0.022209	0.043414	0.020378	0.043348	1e-06	0.049536	0.003519	0.036394	1e-06	0.043818	1e-06	0.042333
PDP2	ENSG00000172840.2	0.014915	0.023249	0.0098	0.024489	0.043304	0.037662	1e-06	0.054059	1e-06	0.038182	0.004193	0.020993	1e-06	0.043438	1e-06	0.035386	1e-06	0.029309	1e-06	0.022262
CES3	ENSG00000172828.8	0.011666	0.020456	0.001235	0.019568	1e-06	0.031199	1e-06	0.052907	0.046176	0.042247	0.017243	0.032559	1e-06	0.036255	0.030204	0.029894	1e-06	0.043963	1e-06	0.034594
CES4A	ENSG00000172824.10	0.031731	0.028554	1e-06	0.044946	0.030642	0.033426	1e-06	0.032413	1e-06	0.04584	0.012082	0.024088	1e-06	0.021829	0.033079	0.044895	0.017454	0.032979	1e-06	0.021496
HOXC5	ENSG00000172789.2	0.010291	0.021657	1e-06	0.032448	0.032622	0.043785	1e-06	0.053516	1e-06	0.045642	1e-06	0.037396	0.030784	0.058816	1e-06	0.046803	0.009074	0.051708	1e-06	0.027409
CBWD1	ENSG00000172785.14	0.469539	0.059628	0.043018	0.041876	0.042402	0.045087	0.087765	0.069644	1e-06	0.044359	0.122948	0.061023	0.067431	0.058048	0.065725	0.051263	0.007942	0.041004	1e-06	0.039075
RAB43	ENSG00000172780.12	0.000817	0.017796	0.004547	0.024614	1e-06	0.025183	1e-06	0.059504	1e-06	0.025148	1e-06	0.022373	0.000477	0.027519	0.004827	0.025478	1e-06	0.031406	1e-06	0.02722
TMCC1	ENSG00000172765.12	1e-06	0.016591	0.034125	0.042968	1e-06	0.027389	0.027971	0.051709	1e-06	0.027611	0.006593	0.025348	0.036027	0.036864	0.072351	0.055337	1e-06	0.029466	1e-06	0.028499
ZNF596	ENSG00000172748.7	1e-06	0.03354	1e-06	0.029284	1e-06	0.04084	1e-06	0.052717	0.006039	0.028098	1e-06	0.025983	1e-06	0.048754	0.022993	0.027723	0.018899	0.041672	1e-06	0.027221
TMEM217	ENSG00000172738.7	0.147749	0.048905	1e-06	0.040596	0.032884	0.056829	0.044666	0.068353	1e-06	0.045486	0.051659	0.050232	1e-06	0.044473	0.214334	0.079987	0.116897	0.068383	1e-06	0.036654
PURG	ENSG00000172733.10	1e-06	0.017891	0.000959	0.028144	1e-06	0.049569	0.00538	0.048332	0.006327	0.038916	0.0181	0.028852	1e-06	0.032192	1e-06	0.027743	1e-06	0.039679	1e-06	0.028252
MUS81	ENSG00000172732.7	1e-06	0.021719	1e-06	0.040406	1e-06	0.02688	0.083834	0.070718	1e-06	0.029594	0.003084	0.023901	1e-06	0.032305	1e-06	0.031726	1e-06	0.030631	1e-06	0.020176
LRRC20	ENSG00000172731.9	0.229828	0.067583	1e-06	0.066884	0.072132	0.072733	1e-06	0.096596	0.175507	0.087271	0.097056	0.067247	1e-06	0.06495	0.081565	0.075486	0.076011	0.073678	1e-06	0.062362
FUT10	ENSG00000172728.11	1e-06	0.021876	1e-06	0.045458	1e-06	0.047792	0.027995	0.056096	0.000678	0.030075	1e-06	0.024937	1e-06	0.033719	0.026819	0.045112	1e-06	0.031733	1e-06	0.0302
CCL19	ENSG00000172724.7	1e-06	0.023952	0.050685	0.04804	0.004239	0.029862	1e-06	0.060395	1e-06	0.034475	0.056746	0.043314	0.001817	0.030553	0.019988	0.030635	0.078967	0.052402	1e-06	0.023421
MS4A10	ENSG00000172689.1	0.028851	0.030152	0.0813	0.055423	1e-06	0.035746	1e-06	0.070144	1e-06	0.028071	1e-06	0.033188	1e-06	0.035983	0.017684	0.040567	0.013043	0.035173	1e-06	0.036614
TAF15	ENSG00000172660.7	1e-06	0.022422	0.034731	0.037263	0.009184	0.027958	0.01123	0.043463	1e-06	0.033048	1e-06	0.028398	1e-06	0.03408	1e-06	0.024078	0.003188	0.021529	1e-06	0.029154
AGAP5	ENSG00000172650.8	0.090023	0.050735	1e-06	0.024439	0.035639	0.034418	0.014584	0.028917	0.009218	0.021618	1e-06	0.015854	0.034938	0.037728	0.025569	0.031372	0.005135	0.016885	1e-06	0.014087
RAD9A	ENSG00000172613.3	0.061128	0.036108	0.011776	0.03604	1e-06	0.054998	1e-06	0.051961	1e-06	0.037358	1e-06	0.030486	0.004567	0.031199	1e-06	0.042656	0.09255	0.063354	1e-06	0.03276
RND1	ENSG00000172602.5	1e-06	0.016655	0.01241	0.033329	0.052801	0.045253	0.003584	0.033997	1e-06	0.029533	1e-06	0.021911	0.03364	0.048178	0.022772	0.036338	1e-06	0.033082	1e-06	0.036532
MRPL52	ENSG00000172590.14	0.042224	0.050331	1e-06	0.043583	1e-06	0.066571	0.04559	0.074953	1e-06	0.056207	0.03347	0.039788	1e-06	0.079314	0.113272	0.07328	0.044778	0.058484	1e-06	0.042687
KLHL6	ENSG00000172578.7	0.029791	0.030089	0.016494	0.036542	0.036041	0.039168	1e-06	0.054794	0.009017	0.030234	0.014522	0.029255	0.096257	0.065477	0.003221	0.023021	0.008337	0.037983	1e-06	0.031872
RASGRP1	ENSG00000172575.7	1e-06	0.014298	1e-06	0.024907	1e-06	0.021865	1e-06	0.043017	0.014673	0.028622	0.042973	0.041146	1e-06	0.032766	0.050044	0.040294	1e-06	0.047825	1e-06	0.02191
FNDC9	ENSG00000172568.4	0.216882	0.059736	1e-06	0.039131	0.38523	0.087269	1e-06	0.055443	1e-06	0.035247	0.033517	0.035575	0.039641	0.044695	1e-06	0.034286	0.020334	0.034804	1e-06	0.040525
SNTG2	ENSG00000172554.7	0.110376	0.051929	1e-06	0.032375	0.015242	0.034999	1e-06	0.074253	0.0087	0.038076	1e-06	0.034025	0.082487	0.060622	0.054046	0.047255	1e-06	0.037355	1e-06	0.037739
MUCL1	ENSG00000172551.6	1e-06	0.035726	1e-06	0.043742	1e-06	0.05442	0.079849	0.066924	1e-06	0.061256	0.00374	0.030679	0.046487	0.053693	0.0054	0.035352	1e-06	0.054732	1e-06	0.03195
CARNS1	ENSG00000172508.6	0.117463	0.053763	0.028245	0.047538	1e-06	0.055009	0.114743	0.071301	1e-06	0.039789	0.027667	0.03145	1e-06	0.053553	0.026849	0.040244	0.119949	0.07442	1e-06	0.030174
ACOT12	ENSG00000172497.4	0.168287	0.064882	0.011117	0.036775	0.015807	0.038377	1e-06	0.069285	0.061316	0.059706	0.048678	0.04727	1e-06	0.034483	0.032594	0.04615	1e-06	0.038305	1e-06	0.032015
AGXT	ENSG00000172482.4	0.00659	0.015319	1e-06	0.018382	0.002749	0.017909	1e-06	0.078617	0.083168	0.069709	1e-06	0.036399	0.006934	0.020078	1e-06	0.022124	0.021069	0.028712	1e-06	0.013905
C2orf54	ENSG00000172478.13	1e-06	0.01281	1e-06	0.038692	0.009427	0.024228	0.028029	0.044537	1e-06	0.01807	1e-06	0.019121	1e-06	0.01349	1e-06	0.031158	0.027093	0.030806	1e-06	0.032075
MYEOV2	ENSG00000172428.6	1e-06	0.011528	1e-06	0.025608	0.008643	0.022921	1e-06	0.02512	0.02205	0.028011	0.003493	0.013826	1e-06	0.01968	1e-06	0.032328	1e-06	0.029242	1e-06	0.027755
RSPH9	ENSG00000172426.11	0.362979	0.064289	0.045333	0.056067	1e-06	0.060531	0.105031	0.100859	1e-06	0.065943	0.051665	0.055863	0.095691	0.084161	0.039334	0.052551	0.060287	0.056563	1e-06	0.051073
MYOZ2	ENSG00000172399.5	0.033828	0.030457	0.026461	0.037823	0.042794	0.049656	0.012482	0.054017	1e-06	0.056656	1e-06	0.031256	0.119329	0.07147	1e-06	0.045289	0.006947	0.027772	1e-06	0.041944
GNG12	ENSG00000172380.5	0.022779	0.031421	0.039735	0.049742	6.4e-05	0.036322	1e-06	0.069054	0.017584	0.048978	0.005284	0.034069	1e-06	0.035222	1e-06	0.044658	0.01416	0.055148	1e-06	0.039685
C2CD2L	ENSG00000172375.8	0.027985	0.030163	1e-06	0.041752	1e-06	0.046615	1e-06	0.078773	1e-06	0.054757	0.03664	0.045766	1e-06	0.039116	0.007909	0.036968	1e-06	0.040203	1e-06	0.028191
FAM195A	ENSG00000172366.15	0.006085	0.019684	0.010907	0.039165	1e-06	0.048241	1e-06	0.080408	0.005337	0.038178	1e-06	0.02757	1e-06	0.045397	0.03066	0.037633	0.047315	0.053447	1e-06	0.038975
GNB2	ENSG00000172354.5	0.133927	0.058666	0.026605	0.040832	1e-06	0.048268	1e-06	0.064792	1e-06	0.033555	0.019166	0.035797	0.143483	0.072835	0.049367	0.045911	0.029503	0.043334	1e-06	0.031592
RCAN2	ENSG00000172348.10	1e-06	0.021446	0.110484	0.068161	0.032972	0.054758	0.168193	0.098811	0.002589	0.031739	0.038382	0.044422	1e-06	0.065344	0.062043	0.056931	1e-06	0.0476	1e-06	0.033174
ALG14	ENSG00000172339.8	0.006612	0.027693	1e-06	0.031475	0.006538	0.034038	0.076736	0.090996	0.008443	0.041968	0.024844	0.037624	1e-06	0.039264	1e-06	0.038727	1e-06	0.039114	1e-06	0.031949
POP7	ENSG00000172336.4	1e-06	0.033557	1e-06	0.031098	1e-06	0.026536	0.058954	0.06037	1e-06	0.040935	0.01995	0.027504	1e-06	0.053914	1e-06	0.036747	0.025457	0.040028	1e-06	0.0275
BPGM	ENSG00000172331.7	0.063944	0.042607	1e-06	0.026004	0.037385	0.04729	1e-06	0.054859	1e-06	0.046145	1e-06	0.025687	0.242697	0.084032	0.025925	0.040379	1e-06	0.03218	1e-06	0.029837
CERS6	ENSG00000172292.10	0.038986	0.035638	0.039256	0.048248	0.075979	0.068987	0.02517	0.063851	0.078365	0.064382	0.032831	0.043518	1e-06	0.039743	1e-06	0.044545	0.028638	0.059605	1e-06	0.04853
HINFP	ENSG00000172273.8	0.021328	0.029634	1e-06	0.043613	1e-06	0.060274	0.032165	0.068	1e-06	0.053578	1e-06	0.04439	1e-06	0.041928	1e-06	0.035785	1e-06	0.057009	1e-06	0.035672
NEGR1	ENSG00000172260.8	0.105587	0.051567	1e-06	0.027894	1e-06	0.030498	1e-06	0.056258	0.058015	0.051212	1e-06	0.036233	0.109969	0.070341	1e-06	0.025778	1e-06	0.041555	1e-06	0.032671
CXCR6	ENSG00000172215.5	0.13257	0.048114	0.120787	0.065605	1e-06	0.039678	0.061695	0.069542	0.040802	0.051854	0.072452	0.047921	1e-06	0.048305	0.010206	0.025328	1e-06	0.029117	1e-06	0.026991
MBOAT1	ENSG00000172197.9	0.02005	0.024532	0.02335	0.046447	0.075239	0.053496	1e-06	0.066829	1e-06	0.04847	0.018253	0.028933	0.039887	0.06091	0.042673	0.041349	1e-06	0.035319	1e-06	0.034182
MRPL13	ENSG00000172172.3	1e-06	0.024844	1e-06	0.032141	0.027992	0.042826	0.005278	0.047115	0.032875	0.046815	0.017082	0.030821	0.024443	0.053082	0.040048	0.038957	0.036119	0.036391	1e-06	0.03176
SNTB1	ENSG00000172164.9	0.003456	0.02155	0.020316	0.03957	0.101753	0.056534	0.0019	0.053996	0.052702	0.058741	0.098095	0.056607	0.096893	0.070598	1e-06	0.043223	0.003112	0.041376	1e-06	0.039586
FRMD3	ENSG00000172159.11	0.10156	0.05363	1e-06	0.037961	0.045733	0.05934	0.006501	0.061975	1e-06	0.053268	0.024451	0.037201	0.146435	0.08159	0.006734	0.035523	0.06208	0.05459	1e-06	0.03862
CALB2	ENSG00000172137.14	0.017085	0.022556	0.027443	0.032555	0.015238	0.030519	0.064584	0.065231	1e-06	0.027126	0.034326	0.033795	0.015508	0.030321	1e-06	0.026166	1e-06	0.026148	1e-06	0.031048
CD8B	ENSG00000172116.17	0.028401	0.030163	1e-06	0.036594	1e-06	0.047189	1e-06	0.062004	1e-06	0.040563	0.022878	0.033045	1e-06	0.046123	0.010309	0.03298	1e-06	0.051241	1e-06	0.035747
NME6	ENSG00000172113.4	0.325281	0.072906	1e-06	0.01663	0.024172	0.028888	1e-06	0.070949	0.02428	0.030816	0.02245	0.024905	0.036545	0.042912	0.053159	0.036572	0.033088	0.035715	1e-06	0.016075
KRCC1	ENSG00000172086.7	1e-06	0.026718	0.029099	0.040817	1e-06	0.029802	0.119655	0.087348	0.07384	0.057186	0.030043	0.034833	0.00393	0.032532	0.00822	0.028106	1e-06	0.034011	1e-06	0.038255
MOB3A	ENSG00000172081.9	0.006182	0.025187	1e-06	0.030863	0.059119	0.057258	1e-06	0.079317	1e-06	0.043781	1e-06	0.034837	0.124396	0.092445	1e-06	0.061091	1e-06	0.059318	1e-06	0.035967
EIF2AK3	ENSG00000172071.7	1e-06	0.026969	1e-06	0.042435	1e-06	0.039205	0.044873	0.068232	0.018654	0.04348	1e-06	0.030381	1e-06	0.044366	1e-06	0.038865	1e-06	0.041254	1e-06	0.039047
SMN1	ENSG00000172062.12	0.102771	0.043344	0.017479	0.026319	1e-06	0.026338	1e-06	0.046973	1e-06	0.032812	0.0027	0.019644	0.074948	0.058768	0.011158	0.030168	1e-06	0.026366	1e-06	0.031736
KLF11	ENSG00000172059.6	1e-06	0.030463	1e-06	0.022871	1e-06	0.053824	1e-06	0.073003	0.023552	0.031572	1e-06	0.038033	0.051159	0.048306	1e-06	0.028146	1e-06	0.044841	1e-06	0.02607
SERF1A	ENSG00000172058.11	1e-06	0.013118	1e-06	0.028304	1e-06	0.025409	0.007785	0.040346	1e-06	0.025264	1e-06	0.021695	0.055479	0.051455	1e-06	0.037648	1e-06	0.026045	1e-06	0.024623
QARS	ENSG00000172053.10	1e-06	0.017481	0.008146	0.021428	1e-06	0.017981	1e-06	0.054434	1e-06	0.030664	6.7e-05	0.01115	1e-06	0.020602	0.001958	0.01388	0.008486	0.019914	1e-06	0.01532
GAP43	ENSG00000172020.8	1e-06	0.027206	1e-06	0.027867	0.04002	0.045837	0.017709	0.044754	1e-06	0.045446	1e-06	0.025754	0.017784	0.037536	0.032969	0.044913	1e-06	0.042526	1e-06	0.039068
ZNF556	ENSG00000172000.3	0.23231	0.064809	1e-06	0.050052	1e-06	0.035796	0.260023	0.115351	0.031929	0.046054	0.043879	0.047376	0.014286	0.060405	0.006949	0.035324	0.091627	0.075907	1e-06	0.040368
SYNPO	ENSG00000171992.8	0.056365	0.042298	1e-06	0.048978	1e-06	0.04108	0.111756	0.088357	1e-06	0.057086	1e-06	0.047446	0.003157	0.04362	1e-06	0.039578	0.047176	0.047627	1e-06	0.045703
SCG2	ENSG00000171951.4	1e-06	0.014644	1e-06	0.032082	1e-06	0.020806	1e-06	0.041905	0.001406	0.017782	1e-06	0.023384	0.004648	0.019912	1e-06	0.026111	1e-06	0.027026	1e-06	0.02959
FBXW10	ENSG00000171931.8	0.000291	0.01587	0.114138	0.071725	0.011123	0.028803	1e-06	0.047747	1e-06	0.036362	0.038343	0.040983	1e-06	0.039502	1e-06	0.027965	1e-06	0.034005	1e-06	0.02304
FRMD5	ENSG00000171877.15	1e-06	0.01834	1e-06	0.032669	0.196547	0.093552	0.122798	0.07423	0.001192	0.021095	1e-06	0.017883	1e-06	0.02525	0.034285	0.036867	0.010379	0.029712	1e-06	0.019289
ADRA1D	ENSG00000171873.6	0.07883	0.048161	0.000319	0.03998	0.041656	0.06394	0.01833	0.063465	0.036996	0.047441	0.002513	0.029396	0.051067	0.064295	0.060078	0.063288	1e-06	0.049618	1e-06	0.042001
RNASEH1	ENSG00000171865.5	1e-06	0.022152	0.207625	0.084716	1e-06	0.043339	1e-06	0.079876	1e-06	0.036341	0.041692	0.042348	0.004941	0.023751	0.011191	0.024644	1e-06	0.038862	1e-06	0.029464
FAM90A1	ENSG00000171847.6	0.033373	0.029622	1e-06	0.034419	0.039145	0.060685	0.166151	0.098271	1e-06	0.037832	0.03687	0.041529	1e-06	0.061484	1e-06	0.027644	0.044511	0.04586	1e-06	0.023912
MLLT3	ENSG00000171843.11	0.074769	0.042184	1e-06	0.041578	0.059204	0.063393	1e-06	0.062919	0.047624	0.051634	0.001584	0.035189	0.040223	0.05085	0.041001	0.052686	1e-06	0.056836	1e-06	0.039839
ZNF570	ENSG00000171827.6	1e-06	0.030559	1e-06	0.042955	1e-06	0.029992	1e-06	0.07773	0.022141	0.060199	1e-06	0.040468	1e-06	0.075692	1e-06	0.06231	1e-06	0.054764	1e-06	0.033152
EXOSC10	ENSG00000171824.9	0.039527	0.029684	1e-06	0.017701	1e-06	0.038945	1e-06	0.040782	0.00763	0.028177	1e-06	0.020622	0.008622	0.022962	1e-06	0.035519	1e-06	0.032066	1e-06	0.014972
FBXL14	ENSG00000171823.6	0.002273	0.027651	1e-06	0.041625	0.11055	0.067562	1e-06	0.051388	1e-06	0.036242	0.052438	0.04658	0.022316	0.046534	1e-06	0.047897	0.045477	0.059164	1e-06	0.037996
COL8A2	ENSG00000171812.6	0.00132	0.011027	1e-06	0.018842	0.0462	0.04239	0.012603	0.039517	1e-06	0.035861	0.04132	0.037035	1e-06	0.024269	1e-06	0.019819	0.021477	0.031816	1e-06	0.025691
METTL18	ENSG00000171806.7	0.366917	0.062637	0.037061	0.03488	0.012147	0.025212	0.096139	0.072349	1e-06	0.060596	1e-06	0.02585	0.098099	0.059985	0.023487	0.041516	0.054613	0.045563	1e-06	0.033605
KNDC1	ENSG00000171798.13	0.035402	0.031628	1e-06	0.033058	0.010455	0.033794	1e-06	0.068619	0.110444	0.068476	1e-06	0.023382	1e-06	0.03584	0.097965	0.064124	0.066141	0.048634	1e-06	0.024593
UTF1	ENSG00000171794.3	0.024635	0.029498	1e-06	0.029314	1e-06	0.038491	0.030406	0.062531	1e-06	0.032166	0.022048	0.039362	0.003553	0.041332	0.039323	0.048322	1e-06	0.033824	1e-06	0.030888
SLFNL1	ENSG00000171790.11	1e-06	0.028899	1e-06	0.038327	1e-06	0.033508	1e-06	0.045041	0.008431	0.035188	1e-06	0.032132	1e-06	0.038213	1e-06	0.047375	0.00277	0.028789	1e-06	0.019625
LRRC34	ENSG00000171757.11	0.090607	0.045542	1e-06	0.043237	0.044537	0.054617	0.074611	0.085802	0.014381	0.051905	0.056725	0.046941	0.073177	0.069223	0.047093	0.057197	1e-06	0.053394	1e-06	0.046477
